시군구명,어린이집코,어린이집명,어린이집유,운영현황,우편번호,상세주소,전화번호,보육실수,보육실 면,놀이터수,CCTV총설치,보육교직원,정원,현원,시설 위도(,시설 경도(,통학차량운,서울형어린이집,750_유아인구수,750m_서울형어립이집,750m_국공립어린이집
강서구,11500000639,마곡1 하람어린이집,국공립,정상,7598,서울특별시 강서구 마곡서1로 131,02-2663-0101,3,129,1,7,9,23,23,37.56838715,126.8184386,미운영,0,2725,2,15
강서구,11500000638,마곡14 아이마당어린이집,국공립,정상,7630,서울특별시 강서구 마곡중앙로 33 상가동 1층,02-2661-1477,7,345,3,10,17,95,75,37.55662025,126.8259848,미운영,0,2039,2,9
강서구,11500000642,마곡15 누리어린이집,국공립,정상,7811,서울특별시 강서구 마곡중앙로 36,02-2663-0015,6,485,3,13,16,82,69,37.55645949,126.82695,미운영,0,1737,2,8
강서구,11500000643,마곡5 해맑은어린이집,국공립,정상,7599,서울특별시 강서구 마곡서1로 111-11,02-2666-0008,5,180,1,8,13,66,66,37.56577925,126.8172904,미운영,0,2773,2,13
강서구,11500000679,마곡8 열린숲어린이집,국공립,정상,7599,서울특별시 강서구 마곡서1로 81 807동 1층(마곡동 마곡엠밸리8단지),02-2039-8301,6,203,1,10,17,65,63,37.56386299,126.8191429,미운영,0,2843,2,14
강서구,11500000385,마곡사임당어린이집,민간,정상,7635,서울특별시 강서구 수명로2길 105 마곡수명산파크5단지 509동 관리동 마곡사임당어린이집,02-2667-6548,4,104,0,7,9,39,22,37.55234931,126.8273726,미운영,0,1366,2,8
강서구,11500000649,마곡아이숲어린이집,가정,정상,7811,서울특별시 강서구 마곡중앙로 36 1503동 105호(발산1동 마곡엠밸리15단지),02-6448-7839,3,76,0,4,6,20,20,37.55707207,126.8284227,미운영,0,1404,2,7
강서구,11500000221,마곡자연숲어린이집,민간,정상,7643,서울특별시 강서구 수명로1길 110 마곡수명산파크3단지 303,02-2667-7728,3,99,0,4,7,37,14,37.55356847,126.8246933,미운영,0,1763,2,8
강서구,11500000146,미소가득어린이집,가정,정상,7597,서울특별시 강서구 방화대로40길 66 태승훼미리 105호 (방화동),02-2666-3957,4,68,0,4,8,19,18,37.57132008,126.8200361,미운영,0,1763,2,12
강서구,11500000130,방화엔젤어린이집,민간,정상,7510,서울특별시 강서구 금낭화로 287-19 (방화동),02-2662-2230,6,189,1,11,13,67,56,37.57804638,126.8102133,운영,0,1029,2,4
강서구,11500000580,보배어린이집,가정,정상,7713,서울특별시 강서구 강서로33가길 13-13 (화곡3동 1050-26),02-2605-1253,4,40,0,4,5,14,11,37.54213361,126.838433,미운영,0,2311,2,6
강서구,11500000245,보성어린이집,국공립,정상,7519,서울특별시 강서구 방화대로48길 40 (방화동),02-2662-6665,4,360,1,9,13,84,59,37.57482171,126.8193937,미운영,0,1612,2,12
강서구,11500000337,쁘띠아미 에꼴 어린이집,민간,정상,7737,서울특별시 강서구 곰달래로53길 133 (화곡동),02-2647-4700,8,242,1,9,12,81,46,37.53668953,126.8555733,운영,0,1895,2,8
강서구,11500000177,사랑둥이어린이집,가정,정상,7651,서울특별시 강서구 강서로 348 111동 101호(내발산동 우장산현대홈타운아파트),02-2668-1515,3,45,0,3,6,17,16,37.55705769,126.8390751,미운영,0,1330,2,5
강서구,11500000620,사랑샘어린이집,가정,정상,7599,서울특별시 강서구 마곡서1로 111-11 마곡엠밸리 503-104,070-8253-9495,4,62,0,4,9,20,20,37.5653312,126.818879,미운영,0,2873,2,14
강서구,11500000560,사랑어린이집,가정,정상,7524,서울특별시 강서구 허준로 23 한강타운 105동 101호,02-3662-5153,3,84,0,6,7,19,18,37.57056589,126.8440609,미운영,0,870,2,2
강서구,11500000246,상록어린이집,국공립,정상,7510,서울특별시 강서구 금낭화로23길 25 (방화동),02-2661-4700,4,193,1,8,8,45,39,37.57795522,126.810955,미운영,0,1110,2,4
강서구,11500000302,새빛어린이집,가정,정상,7718,서울특별시 강서구 화곡로18길 14-41 1층 새빛어린이집,02-2608-7830,3,62,0,4,7,20,16,37.5391349,126.8343475,미운영,0,1235,2,5
강서구,11500000371,새서원어린이집,가정,정상,7720,서울특별시 강서구 화곡로24길 55 (화곡동),02-2663-2100,3,65,0,6,6,20,17,37.53859238,126.8394772,미운영,0,1854,2,6
강서구,11500000126,새자연어린이집,민간,정상,7513,서울특별시 강서구 방화대로47가길 22 삼익아파트 내 유치원동 (방화동),02-2666-6467,5,223,1,7,10,72,34,37.57713921,126.8148316,운영,0,1351,2,7
강서구,11500000157,석란어린이집,민간,정상,7725,서울특별시 강서구 초록마을로32길 38 (화곡동),02-2604-0735,4,263,1,8,6,82,21,37.53825822,126.8473784,미운영,0,2283,2,8
강서구,11500000205,소라어린이집,가정,정상,7748,서울특별시 강서구 곰달래로45길 15 1층 소라어린이집,02-2601-4788,3,56,0,4,9,20,20,37.53307067,126.8563213,미운영,1,1575,2,7
강서구,11500000284,수잔나어린이집,가정,정상,7770,서울특별시 강서구 강서로15길 24 태흥빌라 102호 (화곡동),02-2607-0224,3,52,1,4,6,17,11,37.53241855,126.8447372,미운영,0,2078,2,8
강서구,11500000572,아기천사어린이집,가정,정상,7787,서울특별시 강서구 국회대로7길 91 신도금잔디아파트 104호,02-2607-6421,3,54,0,4,8,20,12,37.52930837,126.8558081,미운영,1,1097,2,5
강서구,11500000181,아이뜰어린이집,가정,정상,7764,서울특별시 강서구 강서로17가길 14 나동 101호(화곡동 계명아파트),02-6401-9195,3,51,0,4,8,16,11,37.53374943,126.8444827,미운영,0,2445,2,8
강서구,11500000280,아이린어린이집,민간,정상,7752,서울특별시 강서구 초록마을로 157-19,02-2601-1300,6,127,1,10,8,48,28,37.5355037,126.8476018,미운영,0,2716,2,10
강서구,11500000605,아이샘어린이집,국공립,정상,7677,서울특별시 강서구 까치산로12길 8-9,02-2603-0191,5,198,1,12,12,67,63,37.54453935,126.8472337,미운영,0,2029,2,6
강서구,11500000723,아장닷컴어린이집,가정,정상,7678,서울특별시 강서구 화곡로42나길 30-17,02-2602-8554,3,78,0,5,5,18,15,37.54737689,126.8478124,미운영,0,1733,2,5
강서구,11500000398,아장아장어린이집,가정,정상,7513,서울특별시 강서구 방화대로47가길 22 404동 103호(방화동 삼환아파트),02-2662-9002,3,63,0,4,8,20,19,37.5768495,126.8139493,미운영,0,1401,2,8
강서구,11500000599,애솔 어린이집,국공립,정상,7730,서울특별시 강서구 초록마을로 162-30,02-2602-0091,3,109,0,8,6,35,12,37.5368178,126.8465469,미운영,0,2566,2,10
강서구,11500000142,엄마사랑어린이집,가정,정상,7509,서울특별시 강서구 금낭화로23길 8 101동 106호(방화동 동성아파트),02-2661-9757,3,47,0,4,5,15,9,37.57952887,126.8132605,미운영,0,842,2,4
강서구,11500000249,엄마품어린이집,가정,정상,7524,서울특별시 강서구 허준로 23 101동 104호(가양동 한강타운),02-2668-3808,3,54,0,4,7,19,18,37.57088739,126.8436018,미운영,0,887,2,2
강서구,11500000529,에반어린이집,민간,정상,7757,서울특별시 강서구 강서로12길 23-7,02-2601-1398,5,120,1,8,10,45,43,37.53208711,126.847951,운영,0,2230,2,9
강서구,11500000313,열매어린이집,가정,정상,7712,서울특별시 강서구 강서로35길 47-5 (화곡3동 1047-6) 허벌빌 101호,02-2699-1045,3,46,0,11,6,15,5,37.54239259,126.8363799,미운영,1,2001,2,5
강서구,11500000110,예손어린이집,민간,정상,7526,서울특별시 강서구 양천로57길 26 예손어린이집 (가양동),02-2659-3430,4,108,0,4,6,39,19,37.56393919,126.8529259,운영,0,1651,2,11
강서구,11500000530,예솔어린이집,가정,정상,7751,서울특별시 강서구 강서로18다길 33,02-2644-1248,4,87,0,5,3,20,6,37.53560638,126.8468831,운영,0,2735,2,11
강서구,11500000299,예은어린이집,민간,정상,7512,서울특별시 강서구 방화대로49길 52,02-2664-1768,11,364,1,19,20,137,104,37.57811462,126.8148886,운영,0,1157,2,6
강서구,11500000389,오즈의마법사어린이집,민간,정상,7643,서울특별시 강서구 수명로1길 16 412동 1층(내발산동 마곡수명산파크4단지아파트),02-2667-3544,5,130,3,6,11,47,38,37.55162512,126.823552,미운영,0,1367,2,5
강서구,11500000014,은도어린이집,국공립,정상,7715,서울특별시 강서구 화곡로26길 33 (화곡동),02-2693-8840,5,196,2,15,14,84,68,37.54013332,126.8407237,미운영,0,2399,2,4
강서구,11500000600,은빛어린이집,국공립,정상,7592,서울특별시 강서구 방화대로44길 49,02-2662-6601,4,176,1,8,9,66,40,37.57122529,126.8184459,미운영,0,2003,2,15
강서구,11500000248,은초록어린이집,국공립,정상,7585,서울특별시 강서구 공항대로39길 59 은초록어린이집 (등촌동),02-3662-3339,5,495,1,8,15,104,84,37.56071982,126.8437249,미운영,0,1505,2,11
강서구,11500000147,자연어린이집,가정,정상,7617,서울특별시 강서구 방화대로 259 101동 104호(공항동해태아파트),02-2662-0583,3,71,0,6,7,20,18,37.56367987,126.8157987,미운영,0,2784,2,13
강서구,11500000073,제일어린이집,민간,정상,7739,서울특별시 강서구 곰달래로53길 80 (화곡동),02-2654-0300,9,264,1,12,9,103,32,37.5348158,126.8577238,운영,0,1510,2,7
강서구,11500000208,주연어린이집,민간,정상,7677,서울특별시 강서구 까치산로12길 7-17,02-2606-0887,5,160,1,8,12,49,42,37.54543718,126.847669,운영,1,1972,2,5
강서구,11500000198,천사어린이집,가정,정상,7773,서울특별시 강서구 강서로13길 28 (화곡동),02-2697-6733,4,65,0,4,9,20,19,37.53164208,126.8452253,운영,0,1900,2,9
강서구,11500000368,파란하늘빛어린이집,가정,정상,7522,서울특별시 강서구 양천로47길 94 101동 105호(마곡동 금호어울림아파트),02-3661-8770,3,58,0,4,8,20,17,37.57466996,126.8374102,미운영,1,365,2,1
강서구,11500000621,포도나무어린이집,가정,정상,7811,서울특별시 강서구 마곡중앙로 36 마곡엠벨리 15단지 1513-127,02-3662-9107,3,60,0,4,5,20,15,37.5573182,126.8272989,미운영,0,1700,2,7
강서구,11500000283,포도원어린이집,가정,정상,7509,서울특별시 강서구 금낭화로23길 8 110동 103호(방화동 동성아파트),02-6092-2214,3,60,0,4,8,19,18,37.58006271,126.8118412,미운영,1,759,2,4
강서구,11500000654,하나린어린이집,민간,정상,7630,서울특별시 강서구 수명로1길 133,02-2665-6300,6,230,1,12,15,83,75,37.55391431,126.8255101,운영,0,1806,2,8
강서구,11500000114,해다미어린이집,국공립,정상,7750,서울특별시 강서구 곰달래로35길 13 (화곡동),02-2607-4001,8,383,1,22,27,141,114,37.53162098,126.8534023,미운영,0,1588,2,7
강서구,11500000037,해맑은방과후교실어린이집,국공립,정상,7519,서울특별시 강서구 방화대로48길 40 (방화동),070-4339-5343,2,80,0,1,3,23,13,37.57461294,126.8198555,미운영,0,1580,2,12
강서구,11500000091,해바라기어린이집,국공립,정상,7736,서울특별시 강서구 등촌로13자길 39-16,02-2643-7307,5,308,1,10,9,79,42,37.53732504,126.8558295,미운영,0,1844,2,7
강서구,11500000381,해사랑어린이집,민간,정상,7634,서울특별시 강서구 강서로47길 158 203동 1층(내발산동 마곡수명산파크2단지아파트),02-2667-6007,4,113,0,6,8,41,29,37.55440916,126.8281091,미운영,0,1458,2,9
강서구,11500000629,해오름어린이집,가정,정상,7630,서울특별시 강서구 마곡중앙로 33 1401동 102호,02-2663-0675,3,66,0,4,6,20,19,37.55739028,126.8257623,미운영,0,2341,2,8
강서구,11500000220,현대i어린이집,민간,정상,7651,서울특별시 강서구 강서로 348 우장산 힐스테이트 관리동 1층,02-2658-0175,5,204,1,7,12,74,74,37.55720516,126.8381357,미운영,0,1270,2,6
강서구,11500000021,화곡어린이집,법인?단체등,정상,7677,서울특별시 강서구 까치산로 60 화곡어린이집 (화곡동),02-2697-3105,5,154,1,10,9,59,48,37.54390022,126.8465814,미운영,0,2166,2,7
강서구,11500000038,화동교회방과후어린이집,법인?단체등,정상,7783,서울특별시 강서구 곰달래로 200 (화곡동),070-7169-9910,5,300,1,12,7,60,51,37.53108272,126.8553041,미운영,0,1462,2,7
강서구,11500000083,강서어린이집,민간,정상,7662,서울특별시 강서구 까치산로 128 (화곡동),02-2602-2767,6,242,2,9,7,99,39,37.54894924,126.8508888,미운영,0,1222,1,5
강서구,11500000634,강서한강자이어린이집,민간,정상,7528,서울특별시 강서구 양천로55길 55 강서한강자이 관리동어린이집,02-3661-4650,7,219,1,16,17,70,65,37.56629831,126.8481956,미운영,0,1608,1,10
강서구,11500000150,고모랑이모랑어린이집,가정,정상,7623,서울특별시 강서구 송정로 46-6,02-2661-2202,3,54,0,4,2,16,3,37.55896885,126.810853,미운영,0,1369,1,5
강서구,11500000123,고은쁘띠에꼴어린이집,민간,정상,7524,서울특별시 강서구 허준로 47 가양2단지도시개발아파트 관리사무소내 (가양동),02-2668-5445,4,105,0,6,10,40,34,37.56995882,126.8483636,운영,0,916,1,3
강서구,11500000093,공간어린이집,민간,정상,7536,서울특별시 강서구 양천로69길 58 공간어린이집 (염창동),02-3662-8355,5,135,0,16,9,47,30,37.55493073,126.8736881,미운영,0,1987,1,7
강서구,11500000712,구립 강변어린이집,국공립,정상,7525,서울특별시 강서구 허준로 139,02-2659-9046,5,160,1,8,10,57,43,37.56495172,126.8556942,미운영,0,1332,1,10
강서구,11500000741,구립 라온어린이집,국공립,정상,7735,서울특별시 강서구 곰달래로53길 112,02-2655-0644,5,180,1,16,15,67,58,37.53603636,126.8565419,미운영,0,1781,1,8
강서구,11500000682,구립 밤비어린이집,국공립,정상,7566,서울특별시 강서구 공항대로45길 68-6 106동 104호(등촌동 등촌서광마을아파트),02-3662-8003,3,60,0,5,8,20,20,37.55775519,126.8576971,미운영,0,1963,1,10
강서구,11500000247,구립 배다리어린이집,국공립,정상,7766,서울특별시 강서구 곰달래로15길 25 (화곡동),02-2693-9190,5,245,1,12,10,79,58,37.5312696,126.8395466,미운영,0,1323,1,3
강서구,11500000726,구립 아이편한어린이집,국공립,정상,7560,서울특별시 강서구 공항대로 583 염창동 e편한세상 염창아파트 관리동,02-2662-3401,6,262,1,12,15,65,55,37.54936148,126.8706025,미운영,0,2036,1,7
강서구,11500000715,구립 엔젤아이어린이집,국공립,정상,7534,서울특별시 강서구 양천로 507 106동 104호,02-6341-7373,3,47,0,4,7,16,16,37.56088267,126.8566782,미운영,0,1629,1,11
강서구,11500000673,구립 태진한솔어린이집,국공립,정상,7556,서울특별시 강서구 공항대로71길 54 103동 101호(염창동 태진한솔아파트),02-6091-2279,3,53,0,4,9,19,19,37.54928399,126.8739296,미운영,0,1749,1,7
강서구,11500000703,구립 하나로어린이집,국공립,정상,7542,서울특별시 강서구 양천로73길 5 101동 105호,02-2652-5946,3,59,0,4,9,20,20,37.55162665,126.8719,미운영,0,2099,1,8
강서구,11500000713,구립 해뜰어린이집,국공립,정상,7581,서울특별시 강서구 강서로68길 36 등촌주공2단지아파트 근로복지관2층,02-3663-0218,5,94,0,7,13,35,30,37.56514531,126.8432346,미운영,0,1421,1,8
강서구,11500000742,근로복지공단 등촌어린이집,법인?단체등,정상,7580,서울특별시 강서구 강서로56나길 128,02-2659-3370,6,198,1,32,15,73,40,37.5645965,126.8438328,미운영,0,1415,1,7
강서구,11500000593,꼬모어린이집,가정,정상,7539,서울특별시 강서구 양천로 731 동아3차 305-103,070-4791-3727,4,109,1,4,8,20,20,37.55025388,126.8773982,미운영,0,1403,1,6
강서구,11500000180,꿈나무어린이집,가정,정상,7526,서울특별시 강서구 양천로 489 104동 101호(가양동 가양우성아파트),02-3662-8693,3,68,0,4,7,19,15,37.56215758,126.8548365,미운영,0,1733,1,13
강서구,11500000609,다니엘어린이집,가정,재개,7528,서울특별시 강서구 양천로55길 55 108동 102호(가양동 가양한강자이),02-3663-5958,3,61,1,4,3,20,6,37.56690101,126.8491989,미운영,0,1439,1,8
강서구,11500000606,단비어린이집,국공립,정상,7656,서울특별시 강서구 까치산로 166,02-2608-2046,3,90,1,8,9,34,26,37.55187725,126.8530486,미운영,0,1367,1,3
강서구,11500000396,더조은영재어린이집,가정,정상,7595,서울특별시 강서구 방화대로34길 88 102동 103호(방화동 마곡푸르지오아파트),02-2661-1150,4,79,2,4,6,20,20,37.5702009,126.8217197,미운영,0,1882,1,13
강서구,11500000635,도담어린이집,가정,정상,7798,서울특별시 강서구 마곡서1로 100 607-104(마곡동마곡엠벨리6단지),070-4233-1225,4,76,0,4,7,20,19,37.56623096,126.8210217,미운영,0,2729,1,12
강서구,11500000174,동광어린이집,가정,정상,7537,서울특별시 강서구 양천로75길 57 104동 110호(염창동 288 현대1차),02-6734-9988,3,53,0,4,6,20,16,37.55312362,126.8743815,미운영,0,1895,1,7
강서구,11500000596,동글동글어린이집,가정,정상,7531,서울특별시 강서구 허준로 175 가양6단지아파트 603동 101호,02-3663-6031,3,37,0,3,6,12,11,37.56354002,126.8580568,미운영,0,1074,1,9
강서구,11500000417,동부해맑은어린이집,가정,정상,7622,서울특별시 강서구 남부순환로 11 103동 101호(공항동 공항동부센트레빌),02-2666-7952,3,62,0,4,6,19,18,37.56014727,126.8082837,미운영,0,653,1,3
강서구,11500000323,동산어린이집,민간,정상,7538,서울특별시 강서구 양천로75길 44 (염창동),02-2658-6267,6,278,1,10,11,132,78,37.55148689,126.8755382,운영,0,1726,1,7
강서구,11500000239,동아어린이집,가정,정상,7539,서울특별시 강서구 양천로 731 306동 102호(염창동 동아3차아파트),02-2658-9837,3,53,0,4,8,20,20,37.54960744,126.8777635,미운영,1,1330,1,5
강서구,11500000243,둥근마음어린이집,국공립,정상,7581,서울특별시 강서구 강서로68길 36 주공1단지내 둥근마음어린이집 (등촌동),02-2658-7077,5,398,1,8,16,131,64,37.56398409,126.8423401,미운영,0,1301,1,8
강서구,11500000578,뚜띠어린이집,가정,정상,7525,서울특별시 강서구 허준로 139 307-103,070-8748-6916,3,53,1,3,7,12,12,37.56592527,126.8560884,미운영,0,1173,1,7
강서구,11500000331,레드로빈어린이집,가정,정상,7560,서울특별시 강서구 공항대로67길 29-12 세왕네스트빌 102호 레드로빈어린이집 (염창동),02-6737-0110,4,85,0,5,3,20,3,37.54993191,126.8696266,미운영,0,2188,1,8
강서구,11500000034,리틀빌리지어린이집,민간,정상,7560,서울특별시 강서구 공항대로67길 29-4,02-3663-9533,7,333,3,16,19,126,121,37.54988715,126.8700215,운영,0,2093,1,8
강서구,11500000542,리틀킹어린이집,직장,정상,7558,서울특별시 강서구 공항대로 607,02-3660-8053,3,157,1,8,4,49,7,37.54747584,126.8723965,미운영,0,1489,1,7
강서구,11500000707,마곡1 고운비어린이집,국공립,정상,7598,서울특별시 강서구 마곡서1로 131 101동 115호(마곡동 엠벨리1단지아파트),02-2666-2004,4,60,0,4,8,20,20,37.56849832,126.8189562,미운영,0,2485,1,14
강서구,11500000640,마곡2 해오름어린이집,국공립,정상,7598,서울특별시 강서구 마곡서1로 146,02-2661-0204,3,117,1,8,10,39,31,37.56902581,126.8207038,미운영,0,2271,1,13
강서구,11500000647,마곡3 연두어린이집,국공립,정상,7598,서울특별시 강서구 마곡서1로 132,02-2666-3353,4,130,2,7,9,30,26,37.56829691,126.8198141,미운영,0,2512,1,14
강서구,11500000641,마곡4 꿈의숲어린이집,국공립,정상,7595,서울특별시 강서구 마곡서로 175,02-2663-4440,3,171,2,8,13,34,34,37.5693193,126.8241385,미운영,0,1587,1,11
강서구,11500000645,마곡7 미래꿈어린이집,국공립,정상,7798,서울특별시 강서구 마곡서로 133,02-2664-0707,6,240,1,13,17,88,73,37.5658867,126.8227628,미운영,0,2462,1,13
강서구,11500000232,명지어린이집,가정,정상,7736,서울특별시 강서구 등촌로13아길 44 101동 106호(화곡동 명지해드는터 아파트),02-2644-8778,3,48,0,5,2,18,2,37.53689877,126.8563544,미운영,0,1760,1,8
강서구,11500000342,미소담어린이집,민간,정상,7776,서울특별시 강서구 곰달래로18길 33-13 1층 (화곡동),02-2695-2220,5,169,0,7,12,49,44,37.52878417,126.8422077,미운영,0,1160,1,4
강서구,11500000674,미소어린이집,가정,정상,7599,서울특별시 강서구 마곡서1로 81 804동 103호(마곡동 마곡엠벨리 8단지),02-6448-9984,4,64,0,4,7,20,20,37.56349472,126.8198936,미운영,0,2824,1,13
강서구,11500000273,별강서어린이집,민간,정상,7662,서울특별시 강서구 까치산로22길 10 (화곡동),02-2065-5151,6,148,0,12,14,49,40,37.54890179,126.8514758,미운영,0,1247,1,5
강서구,11500000390,사랑맘어린이집,가정,정상,7595,서울특별시 강서구 방화대로34길 88 107동 104호(방화동 대우푸르지오),02-2665-1800,4,67,0,4,5,19,12,37.56957513,126.8220014,미운영,0,1857,1,12
강서구,11500000624,새싹과 나무어린이집,가정,정상,7595,서울특별시 강서구 양천로30길 77 103-101,02-6223-4613,3,64,0,4,7,20,20,37.56883287,126.8242104,미운영,0,1631,1,10
강서구,11500000171,샛별영재어린이집,가정,정상,7531,서울특별시 강서구 허준로 175 607동 103호(가양동 가양6단지아파트),02-3661-5129,3,38,0,3,6,13,13,37.56282694,126.8588589,미운영,0,1263,1,8
강서구,11500000285,수성어린이집,민간,정상,7763,서울특별시 강서구 가로공원로84길 27 (화곡동),02-2699-1322,8,240,1,18,15,90,82,37.53633277,126.8408793,운영,0,2063,1,6
강서구,11500000201,숲으로 가는 어린이집,가정,정상,7543,서울특별시 강서구 양천로69길 18 101동 111호(염창동 극동아파트),02-2658-6399,3,59,0,4,6,19,17,37.5529349,126.8714818,미운영,0,2236,1,9
강서구,11500000626,신원어린이집,국공립,정상,7538,서울특별시 강서구 양천로77길 45 무학아파트 상가동,02-2659-3967,6,300,2,11,20,110,99,37.55107798,126.8770189,미운영,0,1464,1,6
강서구,11500000332,썬에듀스쿨어린이집,민간,정상,7771,서울특별시 강서구 곰달래로15길 32 (화곡동),02-2694-1300,9,377,2,12,20,125,117,37.53167076,126.8397098,미운영,0,1394,1,3
강서구,11500000176,아기둥지어린이집,가정,정상,7524,서울특별시 강서구 허준로 23 109동 103호(가양동 한강타운아파트),02-2642-6318,3,60,0,4,8,19,19,37.5711468,126.8455992,미운영,0,793,1,2
강서구,11500000589,아란어린이집,민간,정상,7537,서울특별시 강서구 양천로71가길 43,02-3664-9004,7,309,1,11,16,95,53,37.55225474,126.8746336,운영,0,1847,1,7
강서구,11500000173,아이세상어린이집,가정,정상,7524,서울특별시 강서구 허준로 23 105동 106호(가양동 한강타운아파트),02-2659-2431,4,54,0,5,7,20,20,37.57194813,126.8451759,미운영,0,753,1,1
강서구,11500000036,아침해 어린이집,민간,정상,7539,서울특별시 강서구 양천로 731 동아3차아파트 관리소2층 아침해어린이집,02-2668-6733,5,98,0,4,9,37,37,37.5502584,126.8774247,미운영,0,1403,1,6
강서구,11500000608,염창누리봄어린이집,가정,정상,7536,서울특별시 강서구 양천로69길 58 염창동 동아1차 아파트 101-112,02-305-0009,3,68,1,4,7,19,19,37.55474034,126.872585,미운영,0,2189,1,9
강서구,11500000160,염창어린이집,국공립,정상,7561,서울특별시 강서구 공항대로65길 43 염창어린이집 (염창동),02-3665-1960,5,360,1,12,12,84,48,37.55037127,126.8694845,미운영,0,2311,1,8
강서구,11500000619,우리아이어린이집,가정,정상,7595,서울특별시 강서구 양천로30길 108 101동 101호,02-2064-0704,4,55,0,4,6,19,11,37.56793636,126.8226901,미운영,0,2057,1,10
강서구,11500000049,유림어린이집,민간,정상,7777,서울특별시 강서구 곰달래로22길 35 유림어린이집 (화곡동),02-2697-6472,6,156,2,7,14,84,69,37.52876232,126.8444167,운영,1,1280,1,5
강서구,11500000015,즐거운어린이집,국공립,정상,7526,서울특별시 강서구 양천로57길 36 도시개발아파트 5단지 내 (가양동),02-2668-7683,5,369,2,14,14,121,66,37.564136,126.8536046,미운영,0,1502,1,10
강서구,11500000099,캥거루어린이집,민간,정상,7762,서울특별시 강서구 가로공원로76길 9 (화곡동),02-2692-1007,5,77,0,8,10,29,26,37.53660049,126.8373345,미운영,0,1556,1,5
강서구,11500000375,코코베베어린이집,가정,정상,7537,서울특별시 강서구 양천로75길 57 104동 102호(염창동 현대1차아파트),02-2659-7977,4,62,0,4,6,20,9,37.55283077,126.8752081,미운영,0,1847,1,7
강서구,11500000329,토란어린이집,가정,정상,7593,서울특별시 강서구 방화대로34길 113 101동 105호(방화동 방화삼성아파트),02-2649-6980,4,51,0,4,3,19,6,37.57210719,126.8221793,미운영,0,1512,1,10
강서구,11500000043,파랑새 어린이집,민간,정상,7765,서울특별시 강서구 가로공원로84길 42 (화곡동),02-2699-9424,6,167,1,7,6,63,14,37.53573143,126.84094,운영,0,2125,1,6
강서구,11500000090,하나영재어린이집,민간,정상,7534,서울특별시 강서구 양천로 507 강나루현대아파트 단지내 (가양동),02-3663-3088,6,193,1,7,10,74,46,37.56073658,126.8569501,미운영,0,1659,1,11
강서구,11500000228,하은어린이집,가정,정상,7584,서울특별시 강서구 강서로56나길 37 305동 104호(등촌동 등촌주공3단지아파트),02-3665-9419,3,40,0,4,6,13,11,37.56159961,126.841335,미운영,0,1246,1,7
강서구,11500000594,하하호호어린이집,가정,정상,7558,서울특별시 강서구 공항대로75길 30 삼정그린코아 102-106,070-8815-9885,3,84,1,4,7,19,19,37.54785775,126.8744871,미운영,0,1396,1,5
강서구,11500000016,해솔어린이집,국공립,정상,7527,서울특별시 강서구 양천로57길 37 (가양동),02-2659-1302,5,218,2,15,17,104,60,37.56463947,126.8527378,미운영,0,1586,1,11
강서구,11500000170,현대어린이집,가정,정상,7537,서울특별시 강서구 양천로75길 57 104동 109호(염창동 현대),02-3664-9184,3,65,0,4,10,20,20,37.55262116,126.8750812,미운영,0,1847,1,7
강서구,11500000251,현대키즈어린이집,가정,정상,7541,서울특별시 강서구 양천로75길 19 107동 104호(염창동 현대홈타운아파트),02-3665-3717,3,84,0,4,6,19,13,37.55139782,126.8748597,미운영,0,1790,1,7
강서구,11500000746,DYPNF 직장어린이집,직장,정상,7792,서울특별시 강서구 마곡중앙8로7길 39 2층,02-2106-8210,3,96,0,13,4,32,6,37.56440295,126.8389294,미운영,0,754,0,5
강서구,11500000656,KB강서어린이집,직장,정상,7544,서울특별시 강서구 양천로 643 2층,02-3665-8101,4,213,1,19,16,70,48,37.55378652,126.8695904,미운영,0,2343,0,10
강서구,11500000697,LG CNS어린이집,직장,정상,7795,서울특별시 강서구 마곡중앙10로 70,02-2088-4065,3,120,0,14,12,35,29,37.56294099,126.8355936,미운영,0,457,0,3
강서구,11500000732,LG이노텍 서울어린이집,직장,정상,7796,서울특별시 강서구 마곡중앙10로 30 E3,02-2135-1236,4,97,0,16,12,30,25,37.56208025,126.8321802,미운영,0,314,0,1
강서구,11500000727,N젤어린이집,직장,정상,7594,서울특별시 강서구 마곡중앙로 177,02-6340-8131,3,98,0,9,13,30,26,37.57015309,126.8274447,미운영,0,985,0,4
강서구,11500000690,고운아이어린이집,가정,정상,7809,서울특별시 강서구 마곡중앙1로 71 1307동 101호(공항동마곡13단지힐스테이트마스터),02-2665-5757,3,55,0,4,7,20,20,37.55800569,126.8171481,미운영,0,2382,0,8
강서구,11500000716,구립 가온어린이집,국공립,정상,7552,서울특별시 강서구 양천로 590 102동 102호,02-2658-0179,3,65,0,4,8,20,20,37.55579891,126.8644291,미운영,0,2030,0,7
강서구,11500000669,구립 늘사랑어린이집,국공립,정상,7671,서울특별시 강서구 등촌로 163 102동 102호(등촌동 등촌아이파크),02-2658-1342,3,79,0,4,11,20,20,37.5447134,126.8616174,미운영,0,597,0,2
강서구,11500000717,구립 뜰아래어린이집,국공립,정상,7535,서울특별시 강서구 양천로67가길 49 201동 105호,02-3664-5637,3,65,0,4,8,19,19,37.55391833,126.870654,미운영,0,2341,0,9
